store_id,store_no,store_name_hrv,store_acronym,store_name,wholesale,warehouse,store_group,store_format,store_level,store_segment,opening_date,closed_date,status,phone,mail,store_asm,store_manager,store_area,number_of_staff,address1,address2,ward,district,province,country,channel
477893,VN02379218090,30MIN AEONTP (CLOSED),NULL,30MIN AEONTP (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,18006526,acb@123.com,NULL,NULL,NULL,NULL,"Aeonmall Tân Phú, 30 Bờ Bao Tân Thắng",NULL,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,Vietnam,BD
480733,VN02379118033,CỦ CHI,CC,CỦ CHI,NULL,NULL,Nhượng quyền,Phố,B,Mainstream,2018-07-07,NULL,Active,028 6685 2986,hcm.cuchi@coupletx.com,Mr. SANG,LÊ QUỐC DŨNG,145,4,183 Tỉnh lộ 8,NULL,Thị trấn Củ Chi,Huyện Củ Chi,Hồ Chí Minh,Vietnam,Retail
483201,VN02379318065,KHO CUNG ỨNG,NULL,KHO CUNG ỨNG,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,0933916668,duongtt@couplegroup.com,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
519278,VN02379518091,ORDER,NULL,ORDER,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,02873066562,sale.online@coupletx.com,NULL,NULL,NULL,NULL,"25 Lô 3, Đường 19/5A, KCN Tân Bình",NULL,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,Vietnam,Warehouse
528854,VN02379118034,NGUYỄN TRÃI FLAGSHIP,NTF,NGUYỄN TRÃI FLAGSHIP,NULL,NULL,Trực thuộc,Phố,A+,Flagship,2018-09-28,NULL,Active,028 6651 9699,Hcm.nguyentrai@coupletx.com,Mr. NAM,LÝ KIỀU PHƯƠNG,160,6,185-187-189 Nguyễn Trãi,NULL,Phường 02,Quận 5,Hồ Chí Minh,Vietnam,Retail
536898,VN02396119047,CÀ MAU,CM,CÀ MAU,NULL,NULL,Nhượng quyền,Phố,C,Mass,2019-12-11,NULL,Active,0933334600,camau.tranhungdao@coupletx.com,Ms. HIỆP,LÊ NGỌC NI,150,4,61 Trần Hưng Đạo,NULL,Phường 5,Thành phố Cà Mau,Cà Mau,Vietnam,Retail
536902,VN02252118038,QUY NHƠN,QNH,QUY NHƠN,NULL,NULL,Nhượng quyền,Phố,C,Mass,2018-11-16,NULL,Active,0256 3816 779,quynhon.tangbatho@coupletx.com,Ms. CHO,ĐẶNG THỊ NGỌC HƯỜNG,115,4,135 Tăng Bạt Hổ,NULL,Phường Lê Lợi,Thành phố Quy Nhơn,Bình Định,Vietnam,Retail
549866,VN02379318066,KHO TIKI,NULL,KHO TIKI,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,0123456789,tiki123@gmail.com,NULL,NULL,NULL,NULL,"F370, 376 Bạch Đằng",NULL,Phường 15,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
553488,VN02379318067,KHO QUÀ TẶNG,NULL,KHO QUÀ TẶNG,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,0123456789,abc@123.com,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
566790,VN02379219041,GIGAMALL PVĐ,GIGA,GIGAMALL PVĐ,NULL,NULL,Trực thuộc,Mall,A,Flagship,2019-01-01,NULL,Active,028 6650 9699,hcm.gigatd@coupletx.com,Mr. SANG,LÊ THỊ NHƯ Ý,180,6,240 Phạm Văn Đồng,NULL,Phường Hiệp Bình Chánh,Quận Thủ Đức,Hồ Chí Minh,Vietnam,Retail
566792,VN02101218040,AEON LONG BIÊN,AEON LB,AEON LONG BIÊN,NULL,NULL,Trực thuộc,Mall,C,Mainstream,2018-12-16,NULL,Active,024 6662 9929,hn.aeonlb@coupletx.com,Mr. PHÁT,HOÀNG THỊ THANH TRANG,140,5,"Gian hàng: T2-17, TTTM Aeon Long Biên, 27 Cổ Linh",NULL,Phường Long Biên,Quận Long Biên,Hà Nội,Vietnam,Retail
566796,VN02101118039,CHÙA BỘC (CLOSED),CB,CHÙA BỘC (CLOSED),NULL,NULL,Trực thuộc,Phố,C,Mass,2018-12-14,NULL,Inactive,024 3207 9000,hn.chuaboc@coupletx.com,Mr. THỊNH,TRIỆU THỊ MỸ LINH,90,5,19 Chùa Bộc,NULL,Phường Kim Liên,Quận Đống Đa,Hà Nội,Vietnam,Retail
575554,VN02379518115,Kho trung gian,NULL,KHO TRUNG GIAN,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Warehouse
596511,VN02379119042,LÊ VĂN KHƯƠNG,LVK,LÊ VĂN KHƯƠNG,NULL,NULL,Trực thuộc,Phố,C,Mass,2019-04-04,NULL,Active,028 6660 9499,hcm.levankhuong@coupletx.com,Mr. NAM,LÊ PHƯƠNG UYÊN (CHP),325,4,326 Lê Văn Khương,NULL,Phường Thới An,Quận 12,Hồ Chí Minh,Vietnam,Retail
602035,VN02379319068,KHO ONWAYS,NULL,KHO ONWAYS,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,0915131378,ic@couplegroup.com,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
642681,VN02379319069,KHO TỪ THIỆN,NULL,KHO TỪ THIỆN,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,02873066562,cskh@coupletx.com,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
670751,VN02179319070,KHO MIỀN BẮC,NULL,KHO MIỀN BẮC,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,0123456789,abc@123.com,NULL,NULL,NULL,NULL,93 Cầu Giấy,NULL,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,Vietnam,Warehouse
683654,VN02379118092,LE VAN SY (CLOSED),NULL,LE VAN SY (CLOSED),NULL,NULL,Trực thuộc,Phố,NULL,NULL,NULL,NULL,Inactive,66709899,NULL,NULL,NULL,NULL,NULL,592-594 Luỹ Bán Bích,NULL,Phường Hòa Thạnh,Quận Tân Phú,Hồ Chí Minh,Vietnam,Retail
687776,VN02387219045,VINCOM CAO LÃNH,VC CL,VINCOM CAO LÃNH,NULL,NULL,Trực thuộc,Mall,C,Mass,2019-10-05,NULL,Active,028 7306 6562,dongthap.vincomcl@coupletx.com,Mr. LIÊM,CAO THỊ NHỊN,133,5,30 tháng 4,NULL,Phường 1,Thành phố Cao Lãnh,Đồng Tháp,Vietnam,Retail
715655,VN02137118093,NINH BÌNH (CLOSED),NULL,NINH BÌNH (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0000000000,laita@couplegroup.com,NULL,NULL,NULL,NULL,123,NULL,NULL,Thành phố Ninh Bình,Ninh Bình,Vietnam,BD
715658,VN02137118094,TAM ĐIỆP (CLOSED),NULL,TAM ĐIỆP (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0000000000,laita@couplegroup.com,NULL,NULL,NULL,NULL,123,NULL,NULL,Thành phố Tam Điệp,Ninh Bình,Vietnam,BD
715661,VN02138118095,BỈM SƠN (CLOSED),NULL,BỈM SƠN (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0000000000,laita@couplegroup.com,NULL,NULL,NULL,NULL,123,NULL,NULL,Thị xã Bỉm Sơn,Thanh Hóa,Vietnam,BD
715664,VN02138118096,THANH HÓA (CLOSED),NULL,THANH HÓA (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,000000000,laita@couplegroup.com,NULL,NULL,NULL,NULL,123,NULL,NULL,Thành phố Thanh Hóa,Thanh Hóa,Vietnam,BD
715673,VN02101219046,AEON HÀ ĐÔNG,AEON HĐ,AEON HÀ ĐÔNG,NULL,NULL,Trực thuộc,Mall,C,Mass,2019-12-05,NULL,Active,028 7306 6562,hn.aeonhd@coupletx.com,Mr. PHÁT,NGUYỄN THỊ PHƯƠNG HOA,115,5,Dương Nội,NULL,Phường Dương Nội,Quận Hà Đông,Hà Nội,Vietnam,Retail
715679,VN02383219044,SENSECITY BẾN TRE,SC-BT,SENSECITY BẾN TRE,NULL,NULL,Trực thuộc,Mall,B,Mass,2019-08-11,NULL,Active,0854 293 595,bentre.sense@coupletx.com,Mr. LIÊM,NGUYỄN KIM NGÂN,81,4,26A Trần Quốc Tuấn,NULL,Phường 4,Thành phố Bến Tre,Bến Tre,Vietnam,Retail
715685,VN02248218097,VVMALL ĐÀ NẴNG (CLOSED),NULL,VVMALL ĐÀ NẴNG (CLOSED),NULL,NULL,Trực thuộc,Mall,NULL,NULL,NULL,NULL,Inactive,0000000000,danang.vvmall@coupletx.com,NULL,NULL,NULL,NULL,8 Võ Nguyên Giáp,NULL,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,Vietnam,Retail
729149,VN02379218098,PARKSON HÙNG VƯƠNG (CLOSED),NULL,PARKSON HÙNG VƯƠNG (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0000000000,hcm.parksonhv@coupetx.com,NULL,NULL,NULL,NULL,Parkson Hùng Vương,NULL,NULL,NULL,Hồ Chí Minh,Vietnam,BD
730553,VN02379220050,VINCOM Q2,NULL,VINCOM Q2,NULL,NULL,Trực thuộc,Mall,A,Mainstream,30/05/20,NULL,Active,0000000000,hcm.vincomq2@coupletx.com,Mr. SANG,NULL,NULL,5,Vincom Thảo Điền,NULL,Phường Thảo Điền,Quận 2,Hồ Chí Minh,Vietnam,Retail
733943,VN02375118099,LONG KHÁNH (CLOSED),NULL,LONG KHÁNH (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0000000000,dongnai.longkhanh@coupletx.com,NULL,NULL,NULL,NULL,Long Khánh,NULL,NULL,Thị xã Long Khánh,Đồng Nai,Vietnam,BD
754112,VN02262219048,VINCOM KON TUM (CLOSED),VC KT,VINCOM KON TUM,NULL,NULL,Trực thuộc,Mall,C,Mass,2019-12-24,NULL,Active,028 7300 2515,kontum.vincomkt@coupletx.com,Ms. CHO,TRẦN NHẬT KỲ,115,5,02 Phan Đình Phùng,NULL,Phường Quyết Thắng,Thành phố Kon Tum,Kon Tum,Vietnam,Retail
766932,VN02379218100,NOWZONE (CLOSED),NULL,NOWZONE (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0989999999,him.nowzoneq1@coupletx.com,NULL,NULL,NULL,NULL,235 Đường Nguyễn Văn Cừ,NULL,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,Vietnam,BD
782604,VN02379320071,KHO QC,NULL,KHO QC,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,0988888888,NULL,NULL,NULL,NULL,NULL,KCN Tân Bình,NULL,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,Vietnam,Warehouse
876836,VN02379318101,KHO KARLA (CLOSED),NULL,KHO KARLA (CLOSED),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inactive,0909735051,ic@couplegroup.com,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,BD
905612,VN02179320072,KHO HÀNG B MIỀN BẮC,NULL,KHO HÀNG B MIỀN BẮC,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,Cầu Giấy,NULL,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,Vietnam,Warehouse
947298,VN02379320073,WHOLESALE,NULL,WHOLESALE,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,BD
947302,VN02379320074,DISTRIBUTION AGENT,NULL,DISTRIBUTION AGENT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,BD
947306,VN02379320075,CUSTOMIZE,NULL,CUSTOMIZE,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,BD
947568,VN02301320076,KHO SỈ PHÁT,NULL,KHO SỈ PHÁT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,BD
1005758,VN02131220051,AEON HẢI PHÒNG,NULL,AEON HẢI PHÒNG,NULL,NULL,Trực thuộc,Mall,A,Mainstream,14/12/20,NULL,Active,NULL,NULL,Mr. PHÁT,NULL,NULL,NULL,Số 10 Đường Võ Nguyên Giáp,NULL,Phường Kênh Dương,Quận Lê Chân,Hải Phòng,Vietnam,Retail
1016346,VN02379320077,KHO COUPLE GROUP,NULL,KHO COUPLE GROUP,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
1062524,VN02379321141,KHO SỈ TẠM,NULL,KHO SỈ TẠM,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
1081556,VN02379321142,KHO ECOM,NULL,KHO ECOM,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,20 Cộng Hòa,NULL,Phường 12,Quận Tân Bình,Hồ Chí Minh,Vietnam,Warehouse
